ID,Baþlýk (Title),Kaynak (Source),Model,Prompt (Ýngilizce),Prompt (Çince),Etiketler (Tags),Orijinal Kaynak Adý,Orijinal Kaynak URL,Resim URL 1,Resim URL 2,Resim URL 3
songguoxs_508,???????????,songguoxs/gpt4o-image-prompts,Nano banana pro,"A young woman standing on the beach at dusk, captured in a soft emotional film-style portrait. 
Her dark hair is messy from the sea breeze, strands blowing across her face. 
She has natural, slightly flushed skin with a subtle grainy texture. 
Wearing a white spaghetti-strap top and denim bottoms. 
The background shows dark ocean waves and a moody sky with soft sunset colors—dusty pink, blue-gray, and muted lavender. 
The overall image features a low-saturation, cool-toned cinematic film filter with soft contrast, slight grain, and a hazy atmosphere. 
Close-up portrait, melancholic mood, natural lighting, realistic details, 8K.","????,???????????,??????????????????????
???????????,????????????
????????,????????
?????????????
??????????????,??????????——????????????
?????????????????????,?????,?????,?????
????,????,????,????,8K????",nature; portrait,@MANISH1027512,https://x.com/MANISH1027512/status/1992795956597628978,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/508.jpeg,,
songguoxs_507,????????,songguoxs/gpt4o-image-prompts,Nano banana pro,?????????,???????????????????????????,,infographic,@bggg_ai,https://x.com/bggg_ai/status/1991674051727880549,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/507.jpeg,,
songguoxs_506,?????Instagram??,songguoxs/gpt4o-image-prompts,Nano banana pro,"Generate a 9-image ‘photo dump’ grid of this person’s weekend: a mirror selfie, a café shot, friends at dinner, a blurry party photo, a walking shot, a laptop/coffee work shot, a pet moment, a sunset, and a candid laugh.",?????? 9 ????‘????’,????????????:??????????????????????????????????????????????????/?????????????????????????????,food; photography,@shweta_ai,https://x.com/shweta_ai/status/1991536669682721223,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/506.jpeg,,
songguoxs_505,????,songguoxs/gpt4o-image-prompts,Nano banana pro,??????,?????????,,paper-craft,@imaxichuhai,https://x.com/imaxichuhai/status/1991768891966812273,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/505.jpeg,,
songguoxs_504,??????,songguoxs/gpt4o-image-prompts,Nano banana pro,"????16:9,????????,??,?????«???»?????  ??: ?????????(??????????????,??????,??????,??????)???????????,??????????  ??: ?????????????,????  ????????????????  ???????“ZZZ”????????????????????,??????????,??????????????? ????“????”?????????,????????????????????  ????: ???????????????????,?????????????????  ????:  ???: ??“???”?“??”?Logo,?“X”???  ????: ??????????“??? X ??:????,????!”??????????????,????,????????????  ????: ?????????????“LIMITED COLLAB”?  ????: ????,????,?????????????,?????  ?????: ??, ???, ??????, ????, ??, ??, ??, ????, ????",,branding; character; futuristic; gaming; landscape; logo; neon; poster; typography,@imaxichuhai,https://x.com/imaxichuhai/status/1991761772454224349,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/504.jpeg,,
songguoxs_503,??????????????,songguoxs/gpt4o-image-prompts,Nano banana pro,??????????????,,creative,@imaxichuhai,https://x.com/imaxichuhai/status/1991697151811023274,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/503.jpeg,,
songguoxs_502,?????,songguoxs/gpt4o-image-prompts,Nano banana pro,"????16:9,?????????????????????????????????????????“?”**?????**??????????

**???????? (???????):**
- **?????:** “?”???????????????????????????,???????????????,?**?????????????**????????,???????
- **“????”:** ?????????????,???**?????????????**??????????????(Raking Light)????????????????“?”?????????,???????,????“??”(???)??????????????????,??????,?????????
- **“????”:** ??????????????,????????????,?????????????,??“?”???????????,?**?????????????**,?????????????,????????????????

**?????????:**
??????????????
- **???:** ??“????”?????????????,??????????????????????????,????????????????????“???”????????????????
- **????:** ????(“??”?“??”)?????????????????????????????????????????????**?????,????????**

**??:**
?????????????????????????“???”,??????????,???????????????????????“????????”????,????????????????????????????????????

**?????:**
?????, ??????, ?????, ?????????, ?????, ??, ????, ???UI, ?????, ??, 2D, ????, ??, ?????, ???",,architecture; cartoon; futuristic; landscape; nature; paper-craft; sculpture; typography; ui,@imaxichuhai,https://x.com/imaxichuhai/status/1991684492474409440,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/502.jpeg,,
songguoxs_501,??????,songguoxs/gpt4o-image-prompts,Nano banana pro,"????16:9,????????????????,??????????????????????????????,???????????????????????????????????

**?????:**
????“????”???????????????????,?????????????????????

**???????:**
- **?????????:** ???????????????:
- **???:** ?????????????
- **??:** ??????????????
- **???:** ???????“????”?
- **???????????:** ??????????????,?????????????????

**????? - ????:**
??????????????????????????????????????????????????
- **??:** AI????????108????????,????????“???”???,???????????????????????????
- **??????? (??????):**
“???”?“???”?“???”?“???”?“???”?“???”?“???”?“???”?“???”?“???”?“???”?“???”?
- **??????:** ????????????????????“??”???????“[?][?]?”?

**??????:**
- **???:** “????”????????,?????????
- **??:** ??(“????”)???(“??”)???,???????????????,???????????

**?????:**
????????(???????????)????“???”?????????????????????????

**?????:**
??, ????, 3D, ????, ????, ????, ????, ??????, ??, ??, ??, ????, ??, ?????, ???",,cartoon; illustration; landscape; minimalist; portrait; typography,@imaxichuhai,https://x.com/imaxichuhai/status/1991684207513350329,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/501.jpeg,,
songguoxs_500,????,songguoxs/gpt4o-image-prompts,Nano banana pro,"????16:9,??????????????????,?????????????????
?????: ????????????????,????????,????????????????????????????????????,???????
????: ?????“????”,???????????????,???????,????????App???,??????????
??????:
????: ?????????,?????????:“????·????”?
????: ???????????(?????…)???????????????????????,??“?:???”?“?:???”?
????: ???????,???????????????????????(??,?????????)?
??: ???????????????????????????????????????????,??“????”?????,??????
?????: 3D, ??, ????, ????, ??, ??, ??, ??, ??, ?????, ???",,food; futuristic; minimalist; paper-craft; poster; typography; vehicle,@imaxichuhai,https://x.com/imaxichuhai/status/1991684059450253416,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/500.jpeg,,
songguoxs_499,??????,songguoxs/gpt4o-image-prompts,Nano banana pro,"????16:9,????????????????,??????????????????????????????????????????????????????????????????????

???????:
????????????,??????????,?????????????????????(??,?????????????????????)?????????????,??????????

??????????? (?????):
??????????????????????????(??)??,??????????????????????
1.  **???:** ???“?????”??????????????????
2.  **????????:** ????????,???????????????????(??:“????”?“???”?“????”)?????????????,??????????
3.  **????????:** ??????????????????“??”??,???????????????????????????
4.  **??????:** ?????????????????,???????????????:
    - ????“???!”???,?????????????
    - ??“???!”???,?????????????????
    - ????“???”??????????????
5.  **????:** ?????,??????“??”??,??????(????????????)???????????
6.  **??:** ?????????????????,??“?”?(?????),?????,???????????

??:
?????????????????????????????????,?????????,??????????????????????,?????

?????:
????, ????????, ??, ?????, ????, ??????, ????, ??, 3D, ??, ????, ????, ??, ???",,architecture; illustration; minimalist; paper-craft; typography,@imaxichuhai,https://x.com/imaxichuhai/status/1991679696744976723,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/499.jpeg,,
songguoxs_498,??????????,songguoxs/gpt4o-image-prompts,Nano banana pro,????????????????,??????????????[???????????]???????????????????????????????,???????????????????????,??????????????????????????????????????????,???????????????????????????????????????,?[????]?????????,???????????????????????:1:1 – ??? – ????? – ????????,,branding; landscape; logo; minimalist; nature; photography; portrait; product,@aziz4ai,https://x.com/aziz4ai/status/1992753152903495716,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/498.jpeg,,
songguoxs_497,?????????????,songguoxs/gpt4o-image-prompts,Nano banana pro,"{
  ""image_generation_prompt"": {
    ""full_text"": ""An ultra-realistic 8K UHD photograph of a rainy night scene at a rural Japanese bus stop. A person (based on the attached photos, with a normal build) is standing, holding a small red umbrella, wearing a red jumpsuit, blue boots, and a yellow t-shirt, looking to the side with an expression of apprehension and curiosity. Beside him, a gigantic, realistic Totoro creature, with wet fur and a leaf on its head, waits in the rain. The setting includes an aged bus stop sign, dense wet forest trees in the background, and the lighting comes from a dim lamppost and the moon, with realistic rain reflections on the wet asphalt. Wide shot. The face must be sharp and expressive."",
    ""technical_specs"": {
      ""medium"": ""Photograph"",
      ""resolution"": ""8K UHD"",
      ""style"": ""Ultra-realistic"",
      ""composition"": ""Wide shot"",
      ""focus"": ""Sharp and expressive face""
    },
    ""lighting"": {
      ""sources"": [""Dim lamppost"", ""Moon""],
      ""effects"": [""Realistic rain reflections on wet asphalt""]
    },
    ""environment"": {
      ""location"": ""Rural Japanese bus stop"",
      ""weather"": ""Rainy night"",
      ""background"": ""Dense wet forest trees"",
      ""props"": [""Aged bus stop sign""]
    },
    ""subjects"": [
      {
        ""type"": ""Human"",
        ""reference_source"": ""Attached photos"",
        ""build"": ""Normal"",
        ""attire"": {
          ""clothing"": ""Red jumpsuit, yellow t-shirt"",
          ""footwear"": ""Blue boots"",
          ""accessories"": ""Small red umbrella""
        },
        ""pose"": ""Standing, looking to the side"",
        ""expression"": ""Apprehension and curiosity""
      },
      {
        ""type"": ""Creature"",
        ""identity"": ""Gigantic realistic Totoro"",
        ""details"": [""Wet fur"", ""Leaf on head""],
        ""action"": ""Waiting in the rain""
      }
    ]
  }
}","{
""image_generation_prompt"": {
""full_text"": ""??????8K?????,?????????????????????,?????????(????)????????,???????????????T?,??????,????????????????,?????????????,??????,????????,??????????????????????,??????????,????????????,?????????????????????????????????????????""
""technical_specs"": {
“??”:“??”,
???:8K ???,
??:???
??:????,
“??”:“?????????????”
},
“??”: {
“??”:[“?????”,“??”],
“??”:[“?????????????”]
},
“??”: {
""??"": ""???????"",
“??”:“??”,
“??”:“?????????”,
??:[“????????”]
},
“??”:[
{
“??”:“??”,
""reference_source"": ""??"",
""??"": ""??"",
??:{
“??”:“?????,??T?”,
“??”:“????”,
“??”: “????”
},
“??”:“??,??”,
“??”:“?????”
},
{
""type"": ""??"",
“??”:“???????”,
??:[“??????”,“?????”]
“??”:“?????”
}
]
}
}",animal; fashion; landscape; photography; vehicle,@lexx_aura,https://x.com/lexx_aura/status/1992864343709663397,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/497.jpeg,,
songguoxs_496,?????????????,songguoxs/gpt4o-image-prompts,Nano banana pro,"(full body shot, wide angle view:1.2), [A woman], in a dynamic pose with arm outstretched, wearing a spectacular conceptual avant-garde gown. The bodice is a fitted (colorful patterned patchwork tapestry fabric:1.3). The skirt is NOT fabric and NOT simple ribbons. The skirt is constructed entirely from (GIANT, MASSIVE 3D PERSIAN CALLIGRAPHY STROKES cut from matte paper:1.6). (A violent wind effect blows the calligraphy structure upwards and outwards to the left:1.5), creating a huge swirling anti-gravity vortex of letters that billows like smoke high into the air. The right side of the skirt anchors to the floor. Dramatic color gradient: The floating strokes on the left are (fiery orange and bright red:1.4), transitioning smoothly across the body to (deep teal, emerald green, and dark blue strokes on the bottom right:1.4). White minimalist studio background with (distinctive patterned gobo shadows cast on the wall:1.3). Cinematic lighting, hyper-detailed paper texture, masterpiece, 8k. (simple ribbons with writing on them:1.6), (thin paper strips:1.5), (small text:1.4), standard fabric skirt, normal dress, metallic texture, shiny plastic, glossy finish, wire mesh, angel wings, feathers attached to back, symmetrical skirt, messy background, low quality, blurry.",(????,??:1.2),[????]?????????,????,????????????????????(?????????????:1.3)???????,??????????????(???????3D??????,????????:1.6)??. (?????????????????:1.5),????????????????????,?????????????????????????????:????????(?????????:1.4),??????(?????????????????:1.4)????????????,????????????:1.3??????,????????,??,8K?(?????????:1.6),(???:1.5),(??:1.4),??????,?????,????,????,????,???,????,??????,????,?????,???,???,minimalist; paper-craft,@Arminn_Ai,https://x.com/Arminn_Ai/status/1992650501402542303,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/496.jpeg,,
